"ITTER107","Territory","ETA1","Age class","TITOLO_STUDIO","Highest level of education attained","CITTADINANZA","Citizenship","TIME","Select time","Value","Flag Codes","Flags"
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q4","Q4-2021",21.948,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q1","Q1-2022",28.638,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q2","Q2-2022",32.515,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q3","Q3-2022",28.724,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q4","Q4-2022",31.052,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2018","2018",47.828,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q2","Q2-2018",52.195,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q1","Q1-2018",31.695,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q4","Q4-2018",48.744,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q3","Q3-2018",58.677,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2019","2019",51.949,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q1","Q1-2019",45.612,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q2","Q2-2019",44.563,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q4","Q4-2019",54.366,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q3","Q3-2019",63.254,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2020","2020",51.996,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q2","Q2-2020",43.07,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q1","Q1-2020",51.451,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q3","Q3-2020",58.154,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q4","Q4-2020",55.309,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2021","2021",54.809,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2022","2022",48.882,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q1","Q1-2021",47.358,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q2","Q2-2021",58.771,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q3","Q3-2021",59.083,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q4","Q4-2021",54.026,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q1","Q1-2022",37.336,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q2","Q2-2022",51.084,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q3","Q3-2022",59.018,,
"ITCD","Nord","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q4","Q4-2022",48.09,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2018","2018",2337.399,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q2","Q2-2018",2367.031,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q1","Q1-2018",2253.891,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q4","Q4-2018",2330.784,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q3","Q3-2018",2397.889,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2019","2019",2379.704,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q1","Q1-2019",2326.565,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q2","Q2-2019",2396.356,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q4","Q4-2019",2365.117,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q3","Q3-2019",2430.78,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2020","2020",2204.144,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q2","Q2-2020",2115.858,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q1","Q1-2020",2243.761,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q3","Q3-2020",2263.002,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q4","Q4-2020",2193.956,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2021","2021",2257.093,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2022","2022",2374.471,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q1","Q1-2021",2102.068,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q2","Q2-2021",2202.703,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q3","Q3-2021",2332.813,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q4","Q4-2021",2390.791,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q1","Q1-2022",2336.856,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q2","Q2-2022",2382.439,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q3","Q3-2022",2422.2,,
"IT","Italy","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q4","Q4-2022",2356.389,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2018","2018",800.609,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q2","Q2-2018",801.928,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q1","Q1-2018",776.653,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q4","Q4-2018",821.124,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q3","Q3-2018",802.73,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2019","2019",808.431,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q1","Q1-2019",802.055,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q2","Q2-2019",807.446,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q4","Q4-2019",810.731,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q3","Q3-2019",813.49,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2020","2020",736.223,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q2","Q2-2020",702.545,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q1","Q1-2020",760.919,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q3","Q3-2020",743.894,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q4","Q4-2020",737.533,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2021","2021",766.108,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2022","2022",812.542,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q1","Q1-2021",713.057,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q2","Q2-2021",738.982,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q3","Q3-2021",791.68,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q4","Q4-2021",820.714,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q1","Q1-2022",790.209,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q2","Q2-2022",810.095,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q3","Q3-2022",814.831,,
"ITC","Nord-ovest","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q4","Q4-2022",835.035,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2018","2018",569.62,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q2","Q2-2018",590.43,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q1","Q1-2018",537.459,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q4","Q4-2018",551.119,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q3","Q3-2018",599.472,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2019","2019",597.279,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q1","Q1-2019",587.188,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q2","Q2-2019",611.154,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q4","Q4-2019",589.892,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q3","Q3-2019",600.88,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2020","2020",573.404,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q2","Q2-2020",559.744,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q1","Q1-2020",587.415,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q3","Q3-2020",586.134,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q4","Q4-2020",560.325,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2021","2021",596.574,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2022","2022",639.277,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q1","Q1-2021",538.898,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q2","Q2-2021",604.692,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q3","Q3-2021",606.869,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q4","Q4-2021",635.837,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q1","Q1-2022",615.67,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q2","Q2-2022",646.119,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q3","Q3-2022",662.905,,
"ITD","Nord-est","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q4","Q4-2022",632.414,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2018","2018",601.084,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q2","Q2-2018",602.756,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q1","Q1-2018",591.057,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q4","Q4-2018",597.255,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q3","Q3-2018",613.269,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2019","2019",612.102,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q1","Q1-2019",594.443,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q2","Q2-2019",610.777,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q4","Q4-2019",600.112,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q3","Q3-2019",643.075,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2020","2020",565.141,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q2","Q2-2020",539.442,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q1","Q1-2020",586.683,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q3","Q3-2020",572.416,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q4","Q4-2020",562.024,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2021","2021",563.848,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2022","2022",595.658,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q1","Q1-2021",538.811,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q2","Q2-2021",547.967,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q3","Q3-2021",573.446,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q4","Q4-2021",595.169,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q1","Q1-2022",612.077,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q2","Q2-2022",611.186,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q3","Q3-2022",601.075,,
"ITE","Centro (I)","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q4","Q4-2022",558.295,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2018","2018",530.553,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2018-Q2","Q2-2018",532.328,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2018-Q1","Q1-2018",495.958,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2018-Q4","Q4-2018",536.121,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2018-Q3","Q3-2018",557.804,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2019","2019",549.956,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2019-Q1","Q1-2019",530.761,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2019-Q2","Q2-2019",540.165,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2019-Q4","Q4-2019",569.317,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2019-Q3","Q3-2019",559.581,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2020","2020",511.593,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2020-Q2","Q2-2020",478.978,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2020-Q1","Q1-2020",541.758,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2020-Q3","Q3-2020",512.95,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2020-Q4","Q4-2020",512.686,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2021","2021",556.887,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2022","2022",607.966,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2021-Q1","Q1-2021",533.507,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2021-Q2","Q2-2021",541.747,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2021-Q3","Q3-2021",550.044,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2021-Q4","Q4-2021",602.251,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2022-Q1","Q1-2022",599.392,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2022-Q2","Q2-2022",600.637,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2022-Q3","Q3-2022",619.123,,
"ITCD","Nord","Y15-89","15-89 years","7","upper and post secondary","FRG","foreign","2022-Q4","Q4-2022",612.711,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2018","2018",366.085,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q2","Q2-2018",371.917,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q1","Q1-2018",348.722,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q4","Q4-2018",361.286,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2018-Q3","Q3-2018",382.418,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2019","2019",361.893,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q1","Q1-2019",342.879,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q2","Q2-2019",366.978,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q4","Q4-2019",364.382,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2019-Q3","Q3-2019",373.334,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2020","2020",329.376,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q2","Q2-2020",314.128,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q1","Q1-2020",308.744,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q3","Q3-2020",360.558,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2020-Q4","Q4-2020",334.073,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2021","2021",330.563,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2022","2022",326.994,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q1","Q1-2021",311.302,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q2","Q2-2021",311.062,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q3","Q3-2021",360.818,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2021-Q4","Q4-2021",339.071,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q1","Q1-2022",318.9,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q2","Q2-2022",315.04,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q3","Q3-2022",343.389,,
"ITFG","Mezzogiorno","Y15-89","15-89 years","99","total","FRG","foreign","2022-Q4","Q4-2022",330.644,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2018","2018",297.01,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2018-Q2","Q2-2018",320.376,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2018-Q1","Q1-2018",292.278,,
"IT","Italy","Y15-89","15-89 years","11","tertiary (university, doctoral and specialization courses)","FRG","foreign","2018-Q4","Q4-2018",271.478,,
