"ITTER107","Territory","TIPO_DATO7","Data type","ISO_A","Country of birth","TIME","Select time","Value","Flag Codes","Flags"
"ITF63","Catanzaro","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2018","2018",8.57,,
"ITF63","Catanzaro","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2019","2019",8.66,,
"ITF63","Catanzaro","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2020","2020",8.76,,
"ITF63","Catanzaro","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2018","2018",16,,
"ITF63","Catanzaro","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2019","2019",16.16,,
"ITF63","Catanzaro","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2020","2020",16.12,,
"ITF64","Vibo Valentia","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2018","2018",13.84,,
"ITF64","Vibo Valentia","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2019","2019",15.35,,
"ITF64","Vibo Valentia","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2020","2020",14.48,,
"ITF64","Vibo Valentia","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2018","2018",9.91,,
"ITF64","Vibo Valentia","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2019","2019",9.98,,
"ITF64","Vibo Valentia","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2020","2020",10.16,,
"ITF64","Vibo Valentia","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2018","2018",22.35,,
"ITF64","Vibo Valentia","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2019","2019",24.76,,
"ITF64","Vibo Valentia","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2020","2020",23.6,,
"ITF65","Reggio di Calabria","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2018","2018",7.23,,
"ITF65","Reggio di Calabria","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2019","2019",7.28,,
"ITF65","Reggio di Calabria","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2020","2020",7.35,,
"ITF65","Reggio di Calabria","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2018","2018",11.52,,
"ITF65","Reggio di Calabria","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2019","2019",11.83,,
"ITF65","Reggio di Calabria","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2020","2020",12.15,,
"ITE42","Rieti","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2018","2018",24.13,,
"ITE42","Rieti","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2019","2019",25.58,,
"ITE42","Rieti","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2020","2020",23.71,,
"ITE43","Roma","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2018","2018",7.72,,
"ITE43","Roma","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2019","2019",7.81,,
"ITE43","Roma","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2020","2020",7.96,,
"ITE43","Roma","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2018","2018",15.12,,
"ITE43","Roma","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2019","2019",15.15,,
"ITE43","Roma","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2020","2020",16.13,,
"ITE44","Latina","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2018","2018",12.08,,
"ITE44","Latina","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2019","2019",12.63,,
"ITE44","Latina","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2020","2020",12.64,,
"ITE44","Latina","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2018","2018",8.46,,
"ITE44","Latina","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2019","2019",8.79,,
"ITE44","Latina","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2020","2020",8.95,,
"ITE44","Latina","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2018","2018",17.14,,
"ITE44","Latina","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2019","2019",17.92,,
"ITE44","Latina","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2020","2020",17.89,,
"ITE45","Frosinone","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2018","2018",15.46,,
"ITE45","Frosinone","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2019","2019",18.71,,
"ITE45","Frosinone","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2020","2020",16.47,,
"ITE45","Frosinone","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2018","2018",10.88,,
"ITE45","Frosinone","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2019","2019",11.04,,
"ITE45","Frosinone","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2020","2020",11.33,,
"ITE45","Frosinone","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2018","2018",25.06,,
"ITE45","Frosinone","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2019","2019",32.96,,
"ITE45","Frosinone","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2020","2020",25.63,,
"ITF","Sud","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2018","2018",11.89,,
"ITF","Sud","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2019","2019",12.24,,
"ITF","Sud","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2020","2020",12.26,,
"ITF","Sud","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2018","2018",8.23,,
"ITF","Sud","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2019","2019",8.38,,
"ITF","Sud","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2020","2020",8.59,,
"ITF1","Abruzzo","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2018","2018",15.46,,
"ITF1","Abruzzo","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2019","2019",16.32,,
"ITF1","Abruzzo","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2020","2020",15.96,,
"ITF51","Potenza","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2018","2018",12.27,,
"ITF51","Potenza","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2019","2019",12.96,,
"ITF51","Potenza","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2020","2020",12.77,,
"ITF51","Potenza","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2018","2018",8.31,,
"ITF51","Potenza","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2019","2019",8.63,,
"ITF51","Potenza","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2020","2020",8.83,,
"ITF51","Potenza","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2018","2018",16.46,,
"ITF51","Potenza","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2019","2019",18.42,,
"ITF51","Potenza","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2020","2020",17.08,,
"ITF52","Matera","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2018","2018",14.06,,
"ITF52","Matera","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2019","2019",15.36,,
"ITF52","Matera","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2020","2020",14.89,,
"ITF52","Matera","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2018","2018",10.23,,
"ITF52","Matera","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2019","2019",10.35,,
"ITF52","Matera","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2020","2020",10.56,,
"ITF52","Matera","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2018","2018",21.06,,
"ITF52","Matera","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2019","2019",23.98,,
"ITF52","Matera","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2020","2020",22.52,,
"ITF6","Calabria","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2018","2018",7.29,,
"ITF6","Calabria","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2019","2019",7.35,,
"ITF6","Calabria","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2020","2020",7.36,,
"ITF6","Calabria","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2018","2018",11.33,,
"ITF6","Calabria","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2019","2019",11.61,,
"ITF6","Calabria","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2020","2020",11.78,,
"ITF61","Cosenza","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2018","2018",10.92,,
"ITF61","Cosenza","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2019","2019",11.39,,
"ITF61","Cosenza","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2020","2020",11.35,,
"ITF61","Cosenza","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2018","2018",8.26,,
"ITF61","Cosenza","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2019","2019",8.2,,
"ITF61","Cosenza","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2020","2020",8.3,,
"ITF62","Crotone","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2018","2018",13.97,,
"ITF62","Crotone","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2019","2019",15.47,,
"ITF62","Crotone","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2020","2020",14.72,,
"ITC","Nord-ovest","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2018","2018",37.54,,
"ITC","Nord-ovest","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2019","2019",36.47,,
"ITC","Nord-ovest","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2020","2020",38.51,,
"ITC1","Piemonte","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2018","2018",8.36,,
"ITC1","Piemonte","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2019","2019",8.51,,
"ITC1","Piemonte","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2020","2020",8.61,,
"ITC1","Piemonte","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2018","2018",14.6,,
"ITC1","Piemonte","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2019","2019",14.75,,
"ITC1","Piemonte","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2020","2020",15.47,,
"ITC11","Torino","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2018","2018",14.99,,
"ITC11","Torino","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2019","2019",15.1,,
"ITC11","Torino","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2020","2020",15.54,,
"ITC11","Torino","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2018","2018",9.59,,
"ITC11","Torino","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2019","2019",9.75,,
"ITC11","Torino","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2020","2020",10.13,,
"ITC11","Torino","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2018","2018",23.28,,
"ITC11","Torino","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2019","2019",23.32,,
"ITC11","Torino","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2020","2020",24.22,,
"ITC12","Vercelli","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2018","2018",19.27,,
"ITC12","Vercelli","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2019","2019",20.32,,
"ITC12","Vercelli","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2020","2020",19.63,,
"ITC12","Vercelli","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2018","2018",11.66,,
"ITC12","Vercelli","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2019","2019",11.74,,
"ITC12","Vercelli","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2020","2020",12.27,,
"ITC12","Vercelli","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2018","2018",31.07,,
"ITC12","Vercelli","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2019","2019",32.94,,
"ITC12","Vercelli","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2020","2020",31.93,,
"ITC13","Biella","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2018","2018",8.46,,
"ITC13","Biella","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2019","2019",8.57,,
"ITC13","Biella","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2020","2020",8.74,,
"ITC13","Biella","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2018","2018",12.6,,
"ITC13","Biella","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2019","2019",13.19,,
"ITC13","Biella","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2020","2020",13.8,,
"ITC14","Verbano-Cusio-Ossola","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2018","2018",12.79,,
"ITC14","Verbano-Cusio-Ossola","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2019","2019",13.14,,
"ITC14","Verbano-Cusio-Ossola","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2020","2020",13.17,,
"ITC14","Verbano-Cusio-Ossola","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2018","2018",9.24,,
"ITC14","Verbano-Cusio-Ossola","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2019","2019",9.5,,
"ITC14","Verbano-Cusio-Ossola","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2020","2020",9.49,,
"ITC14","Verbano-Cusio-Ossola","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2018","2018",17.96,,
"ITC14","Verbano-Cusio-Ossola","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2019","2019",18.6,,
"ITC14","Verbano-Cusio-Ossola","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2020","2020",18.43,,
"ITC15","Novara","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2018","2018",19.39,,
"ITC15","Novara","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2019","2019",19.76,,
"ITC15","Novara","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2020","2020",19.87,,
"ITC15","Novara","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2018","2018",11.72,,
"ITC15","Novara","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2019","2019",11.9,,
"ITC15","Novara","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2020","2020",12.17,,
"ITC15","Novara","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2018","2018",32.02,,
"ITC15","Novara","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2019","2019",32.93,,
"ITC15","Novara","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2020","2020",33.38,,
"ITF44","Brindisi","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2018","2018",10.47,,
"ITF44","Brindisi","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2019","2019",10.59,,
"ITF44","Brindisi","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2020","2020",10.81,,
"ITF44","Brindisi","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2018","2018",23.3,,
"ITF44","Brindisi","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2019","2019",28.43,,
"ITF44","Brindisi","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2020","2020",24.74,,
"ITF45","Lecce","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2018","2018",7.2,,
"ITF45","Lecce","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2019","2019",7.27,,
"ITF45","Lecce","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2020","2020",7.37,,
"ITF45","Lecce","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2018","2018",10.98,,
"ITF45","Lecce","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2019","2019",11.11,,
"ITF45","Lecce","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2020","2020",11.28,,
"ITF5","Basilicata","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2018","2018",11.94,,
"ITF5","Basilicata","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2019","2019",12.51,,
"ITF5","Basilicata","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2020","2020",12.44,,
"ITF5","Basilicata","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2018","2018",8.35,,
"ITF5","Basilicata","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2019","2019",8.6,,
"ITF5","Basilicata","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2020","2020",8.82,,
"ITF51","Potenza","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2018","2018",14.34,,
"ITF51","Potenza","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2019","2019",17.09,,
"ITF51","Potenza","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2020","2020",14.82,,
"ITF42","Bari","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2018","2018",16.35,,
"ITF42","Bari","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2019","2019",16.48,,
"ITF42","Bari","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2020","2020",16.8,,
