"COUNTRY","Country","BIRTH","Place of birth","GENDER","Gender","RATE","Rate","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","NB","Native-born","MEN","Men","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,68.9,,
"BEL","Belgium","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,4.9,,
"BEL","Belgium","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,4.7,,
"BEL","Belgium","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,4.8,,
"BEL","Belgium","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,5.8,,
"BEL","Belgium","NB","Native-born","MEN","Men","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,72.4,,
"BEL","Belgium","NB","Native-born","MEN","Men","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,72.9,,
"BEL","Belgium","NB","Native-born","MEN","Men","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,72.1,,
"BEL","Belgium","NB","Native-born","MEN","Men","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,73.1,,
"BEL","Belgium","NB","Native-born","WMN","Women","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,63.1,,
"BEL","Belgium","NB","Native-born","WMN","Women","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,64.3,,
"BEL","Belgium","NB","Native-born","WMN","Women","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,63.6,,
"BEL","Belgium","NB","Native-born","WMN","Women","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,64.5,,
"BEL","Belgium","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,4.5,,
"BEL","Belgium","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,3.8,,
"BEL","Belgium","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,4.4,,
"BEL","Belgium","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,4.5,,
"BEL","Belgium","NB","Native-born","WMN","Women","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,66.1,,
"BEL","Belgium","NB","Native-born","WMN","Women","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,66.8,,
"BEL","Belgium","NB","Native-born","WMN","Women","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,66.6,,
"BEL","Belgium","NB","Native-born","WMN","Women","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,67.6,,
"BEL","Belgium","NB","Native-born","TOT","Total","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,66,,
"BEL","Belgium","NB","Native-born","TOT","Total","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,66.9,,
"BEL","Belgium","NB","Native-born","TOT","Total","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,66.1,,
"BEL","Belgium","NB","Native-born","TOT","Total","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,66.8,,
"BEL","Belgium","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,4.7,,
"BEL","Belgium","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,4.3,,
"BEL","Belgium","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,4.6,,
"BEL","Belgium","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,5.2,,
"BEL","Belgium","NB","Native-born","TOT","Total","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,69.3,,
"BEL","Belgium","NB","Native-born","TOT","Total","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,69.9,,
"BEL","Belgium","NB","Native-born","TOT","Total","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,69.3,,
"BEL","Belgium","NB","Native-born","TOT","Total","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,70.4,,
"CAN","Canada","NB","Native-born","MEN","Men","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,76,,
"CAN","Canada","NB","Native-born","MEN","Men","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,76.6,,
"CAN","Canada","NB","Native-born","MEN","Men","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,72.5,,
"CAN","Canada","NB","Native-born","MEN","Men","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,75.4,,
"CAN","Canada","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,6.3,,
"CAN","Canada","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,6.2,,
"CAN","Canada","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,9.8,,
"CAN","Canada","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,7.6,,
"CAN","Canada","NB","Native-born","MEN","Men","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,81.1,,
"CAN","Canada","NB","Native-born","MEN","Men","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,81.6,,
"CAN","Canada","NB","Native-born","MEN","Men","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,80.4,,
"CAN","Canada","NB","Native-born","MEN","Men","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,81.5,,
"CAN","Canada","NB","Native-born","WMN","Women","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,72.7,,
"CAN","Canada","NB","Native-born","WMN","Women","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,73.3,,
"CAN","Canada","NB","Native-born","WMN","Women","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,68.5,,
"CAN","Canada","NB","Native-born","WMN","Women","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,71.3,,
"CAN","Canada","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,5.1,,
"CAN","Canada","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,4.8,,
"CAN","Canada","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,8.5,,
"CAN","Canada","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,6.4,,
"CAN","Canada","NB","Native-born","WMN","Women","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,76.6,,
"CAN","Canada","NB","Native-born","WMN","Women","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,76.9,,
"CAN","Canada","NB","Native-born","WMN","Women","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,74.9,,
"CAN","Canada","NB","Native-born","WMN","Women","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,76.2,,
"CAN","Canada","NB","Native-born","TOT","Total","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,74.4,,
"CAN","Canada","NB","Native-born","TOT","Total","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,74.9,,
"CAN","Canada","NB","Native-born","TOT","Total","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,70.6,,
"CAN","Canada","NB","Native-born","TOT","Total","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,73.4,,
"CAN","Canada","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,5.7,,
"CAN","Canada","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,5.5,,
"CAN","Canada","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,9.2,,
"CAN","Canada","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,7,,
"CAN","Canada","NB","Native-born","TOT","Total","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,78.9,,
"CAN","Canada","NB","Native-born","TOT","Total","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,79.3,,
"CAN","Canada","NB","Native-born","TOT","Total","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,77.7,,
"CAN","Canada","NB","Native-born","TOT","Total","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,78.9,,
"CZE","Czech Republic","NB","Native-born","MEN","Men","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,81.5,,
"CZE","Czech Republic","NB","Native-born","MEN","Men","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,81.7,,
"CZE","Czech Republic","NB","Native-born","MEN","Men","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,81.1,,
"CZE","Czech Republic","NB","Native-born","MEN","Men","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,81,,
"CZE","Czech Republic","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,1.8,,
"CZE","Czech Republic","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,1.8,,
"CZE","Czech Republic","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,2.2,,
"CZE","Czech Republic","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,2.3,,
"CZE","Czech Republic","NB","Native-born","MEN","Men","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,83,,
"CZE","Czech Republic","NB","Native-born","MEN","Men","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,83.2,,
"CZE","Czech Republic","NB","Native-born","MEN","Men","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,83,,
"CZE","Czech Republic","NB","Native-born","MEN","Men","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,82.9,,
"CZE","Czech Republic","NB","Native-born","WMN","Women","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,67.5,,
"CZE","Czech Republic","NB","Native-born","WMN","Women","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,68,,
"CZE","Czech Republic","NB","Native-born","WMN","Women","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,66.9,,
"CZE","Czech Republic","NB","Native-born","WMN","Women","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,67,,
"CZE","Czech Republic","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,2.8,,
"CZE","Czech Republic","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,2.3,,
"CZE","Czech Republic","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,2.9,,
"CZE","Czech Republic","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,3.5,,
"CZE","Czech Republic","NB","Native-born","WMN","Women","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,69.5,,
"CZE","Czech Republic","NB","Native-born","WMN","Women","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,69.6,,
"CZE","Czech Republic","NB","Native-born","WMN","Women","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,69,,
"CZE","Czech Republic","NB","Native-born","WMN","Women","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,69.5,,
"CZE","Czech Republic","NB","Native-born","TOT","Total","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,74.6,,
"CZE","Czech Republic","NB","Native-born","TOT","Total","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,75,,
"CZE","Czech Republic","NB","Native-born","TOT","Total","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,74.2,,
"CZE","Czech Republic","NB","Native-born","TOT","Total","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,74.1,,
"CZE","Czech Republic","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,2.3,,
"CZE","Czech Republic","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,2,,
"CZE","Czech Republic","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,2.5,,
"CZE","Czech Republic","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,2.9,,
"CZE","Czech Republic","NB","Native-born","TOT","Total","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,76.4,,
"CZE","Czech Republic","NB","Native-born","TOT","Total","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,76.5,,
"CZE","Czech Republic","NB","Native-born","TOT","Total","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,76.2,,
"CZE","Czech Republic","NB","Native-born","TOT","Total","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,76.3,,
"DNK","Denmark","NB","Native-born","MEN","Men","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,79,,
"DNK","Denmark","NB","Native-born","MEN","Men","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,78.7,,
"DNK","Denmark","NB","Native-born","MEN","Men","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,78,,
"DNK","Denmark","NB","Native-born","MEN","Men","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,78.8,,
"DNK","Denmark","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,4.3,,
"DNK","Denmark","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,4.6,,
"DNK","Denmark","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,5.1,,
"DNK","Denmark","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,4.7,,
"DNK","Denmark","NB","Native-born","MEN","Men","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,82.5,,
"DNK","Denmark","NB","Native-born","MEN","Men","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,82.5,,
"DNK","Denmark","NB","Native-born","MEN","Men","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,82.3,,
"DNK","Denmark","NB","Native-born","MEN","Men","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,82.8,,
"DNK","Denmark","NB","Native-born","WMN","Women","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,74.9,,
"DNK","Denmark","NB","Native-born","WMN","Women","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,73.8,,
"DNK","Denmark","NB","Native-born","WMN","Women","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,72.8,,
"DNK","Denmark","NB","Native-born","WMN","Women","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,73.8,,
"DNK","Denmark","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,4.3,,
"DNK","Denmark","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,4.9,,
"DNK","Denmark","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,5.6,,
"DNK","Denmark","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,4.7,,
"DNK","Denmark","NB","Native-born","WMN","Women","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,78.3,,
"DNK","Denmark","NB","Native-born","WMN","Women","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,77.6,,
"DNK","Denmark","NB","Native-born","WMN","Women","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,77.2,,
"DNK","Denmark","NB","Native-born","WMN","Women","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,77.4,,
"DNK","Denmark","NB","Native-born","TOT","Total","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,77,,
"DNK","Denmark","NB","Native-born","TOT","Total","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,76.3,,
"DNK","Denmark","NB","Native-born","TOT","Total","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,75.5,,
"DNK","Denmark","NB","Native-born","TOT","Total","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,76.3,,
"DNK","Denmark","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,4.3,,
"DNK","Denmark","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,4.7,,
"DNK","Denmark","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,5.3,,
"DNK","Denmark","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,4.7,,
"DNK","Denmark","NB","Native-born","TOT","Total","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,80.5,,
"DNK","Denmark","NB","Native-born","TOT","Total","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,80.1,,
"DNK","Denmark","NB","Native-born","TOT","Total","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,79.8,,
"DNK","Denmark","NB","Native-born","TOT","Total","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,80.1,,
"FIN","Finland","NB","Native-born","MEN","Men","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,73.7,,
"FIN","Finland","NB","Native-born","MEN","Men","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,74.3,,
"FIN","Finland","NB","Native-born","MEN","Men","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,73,,
"FIN","Finland","NB","Native-born","MEN","Men","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,73.6,,
"FIN","Finland","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,7.3,,
"FIN","Finland","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,7.1,,
"FIN","Finland","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,7.6,,
"FIN","Finland","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,8,,
"FIN","Finland","NB","Native-born","MEN","Men","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,79.5,,
"FIN","Finland","NB","Native-born","MEN","Men","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,80,,
"FIN","Finland","NB","Native-born","MEN","Men","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,79.2,,
"FIN","Finland","NB","Native-born","MEN","Men","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,80,,
"FIN","Finland","NB","Native-born","WMN","Women","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,71.9,,
"FIN","Finland","NB","Native-born","WMN","Women","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,72.9,,
"FIN","Finland","NB","Native-born","WMN","Women","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,70.5,,
"FIN","Finland","NB","Native-born","WMN","Women","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,73.3,,
"FIN","Finland","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,6.8,,
"FIN","Finland","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,5.8,,
"FIN","Finland","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,6.9,,
"FIN","Finland","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,6.2,,
"FIN","Finland","NB","Native-born","WMN","Women","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,77.1,,
"FIN","Finland","NB","Native-born","WMN","Women","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,77.4,,
"FIN","Finland","NB","Native-born","WMN","Women","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,75.9,,
"FIN","Finland","NB","Native-born","WMN","Women","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,78.1,,
"FIN","Finland","NB","Native-born","TOT","Total","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,72.8,,
"FIN","Finland","NB","Native-born","TOT","Total","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,73.6,,
"FIN","Finland","NB","Native-born","TOT","Total","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,71.8,,
"FIN","Finland","NB","Native-born","TOT","Total","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,73.4,,
"FIN","Finland","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,7.1,,
"FIN","Finland","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,6.5,,
"FIN","Finland","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,7.2,,
"FIN","Finland","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,7.1,,
"FIN","Finland","NB","Native-born","TOT","Total","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,78.3,,
"FIN","Finland","NB","Native-born","TOT","Total","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,78.7,,
"FIN","Finland","NB","Native-born","TOT","Total","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,77.6,,
"FIN","Finland","NB","Native-born","TOT","Total","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,79.1,,
"FRA","France","NB","Native-born","MEN","Men","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,69.1,,
"FRA","France","NB","Native-born","MEN","Men","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,69,,
"FRA","France","NB","Native-born","MEN","Men","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,68.7,,
"FRA","France","NB","Native-born","MEN","Men","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,70.2,,
"FRA","France","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,8.4,,
"FRA","France","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,8,,
"FRA","France","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,7.5,,
"FRA","France","NB","Native-born","MEN","Men","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,7.5,,
"FRA","France","NB","Native-born","MEN","Men","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,75.4,,
"FRA","France","NB","Native-born","MEN","Men","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,75,,
"FRA","France","NB","Native-born","MEN","Men","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,74.4,,
"FRA","France","NB","Native-born","MEN","Men","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,75.8,,
"FRA","France","NB","Native-born","WMN","Women","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,63.9,,
"FRA","France","NB","Native-born","WMN","Women","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,64.4,,
"FRA","France","NB","Native-born","WMN","Women","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,65.5,,
"FRA","France","NB","Native-born","WMN","Women","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,66.3,,
"FRA","France","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,8.3,,
"FRA","France","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,7.7,,
"FRA","France","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,7.2,,
"FRA","France","NB","Native-born","WMN","Women","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,7.1,,
"FRA","France","NB","Native-born","WMN","Women","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,69.7,,
"FRA","France","NB","Native-born","WMN","Women","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,69.7,,
"FRA","France","NB","Native-born","WMN","Women","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,70.7,,
"FRA","France","NB","Native-born","WMN","Women","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,71.4,,
"FRA","France","NB","Native-born","TOT","Total","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,66.5,,
"FRA","France","NB","Native-born","TOT","Total","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,66.6,,
"FRA","France","NB","Native-born","TOT","Total","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,67.1,,
"FRA","France","NB","Native-born","TOT","Total","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,68.2,,
"FRA","France","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2018","2018","PC","Percentage","0","Units",,,8.3,,
"FRA","France","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2019","2019","PC","Percentage","0","Units",,,7.8,,
"FRA","France","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2020","2020","PC","Percentage","0","Units",,,7.4,,
"FRA","France","NB","Native-born","TOT","Total","U_RATE","Unemployment rate","2021","2021","PC","Percentage","0","Units",,,7.3,,
"FRA","France","NB","Native-born","TOT","Total","P_RATE","Participation rate","2018","2018","PC","Percentage","0","Units",,,72.5,,
"FRA","France","NB","Native-born","TOT","Total","P_RATE","Participation rate","2019","2019","PC","Percentage","0","Units",,,72.3,,
"FRA","France","NB","Native-born","TOT","Total","P_RATE","Participation rate","2020","2020","PC","Percentage","0","Units",,,72.6,,
"FRA","France","NB","Native-born","TOT","Total","P_RATE","Participation rate","2021","2021","PC","Percentage","0","Units",,,73.6,,
"DEU","Germany","NB","Native-born","MEN","Men","N_RATE","Employment rate","2018","2018","PC","Percentage","0","Units",,,80.4,,
"DEU","Germany","NB","Native-born","MEN","Men","N_RATE","Employment rate","2019","2019","PC","Percentage","0","Units",,,81,,
"DEU","Germany","NB","Native-born","MEN","Men","N_RATE","Employment rate","2020","2020","PC","Percentage","0","Units",,,78.8,,
"DEU","Germany","NB","Native-born","MEN","Men","N_RATE","Employment rate","2021","2021","PC","Percentage","0","Units",,,80.3,,
